#sequence-name	taxid	genus-species
d64c5154974e7197d6b637c165ce6c33_82	0	Alternaria alternata
63243b2eb701943e76b7735fdadc808f_82	0	
744805e9f5cca8bf53a99581f6003d59_82	0	Saitoella complicata
2bd1d5b89d4375dd0b1e271a9669cfcd_82	0	Saitoella complicata
2fa2be60a1ce7c3c00490504df4da15f_82	0	Saitoella complicata
36ee43745812bcfa93d1e3e1b85b5d2f_82	0	Saitoella complicata
596d51e4a9d6b5884a65569ad1489699_80	0	Alternaria alternata
2a93d6ebbe733f43c76b95130cb40ebd_80	0	Fusarium graminearum
c51a63a2f5fd6e70eab57dbd58b385a5_80	0	
67c0de134fcdbab284a01c25ac504682_80	0	Saitoella complicata
735a3f618b7f4d73e74e27cca35b70b2_80	0	Saitoella complicata
5614e76aae4c120263c39962b3a8c60a_79	0	
c99b924d27faed6f410f2f594a39d80e_79	0	
3d1a44870fd04561601fe21cd2c33fa2_78	0	Alternaria alternata
0b74fa37427bde03071c1426d7f1b65d_78	0	
7c63914ebd7761321dd4463208d600da_78	0	Saitoella complicata
